link,popularity,title,year,lyrics
http://www.metrolyrics.com/these-days-lyrics-rem.html,3,These Days Lyrics,2006,"Now I'm not feeding off you
I will rearrange your scales if I can, and I can
Marching to the ocean, marching to the sea, I had a hat
I dropped it down and it sunk, reached down
Picked it up, slapped it on my head
All the people gather, fly to carry each his burden
We are young despite the years
We are concern, we are hope despite the times
All of a sudden, these days
Happy throngs, take this joy wherever, wherever
I wish to meet each one of you
And you meet you, if I can, and I can
We have many things in common, name three (three, three, three)
I had a hat and it sunk, reached down
Picked it up, slapped it on my head
All the people gather, fly to carry each his burden
We are young despite the years
We are concern, we are hope despite the times
All of a sudden, these days
Happy throngs, take this joy wherever, wherever you go
Now I'm not feeding off you
I will rearrange your scales if I can, and I can
I wish to meet each one of you, and you meet you
I had a hat and it sunk, reached down
Picked it up, slapped it on my head
All the people gather, fly to carry each his burden
We are young despite the years
We are concern, we are hope despite the times
All of the sudden, these days
Happy throngs, take this joy wherever, wherever you
Carry each his burden, we are young despite the years
We are concern, we are hope despite the times
All of the sudden, these days
Happy throngs, take this joy wherever, wherever you go
Carry each his burden, we are young despite the years
We are concern, we are hope despite the times
All of the sudden, these days
Happy throngs, take this joy wherever, wherever you go
(Take away the scattered bones of my meal)"
http://www.metrolyrics.com/ebow-the-letter-lyrics-rem.html,3,E-bow The Letter Lyrics,2003,"look up, what do you see?
all of you and all of me
florescent and starry
some of them, they surprise
the bus ride, I went to write this, 4: 00 a.m.
this letter
fields of poppies, little pearls
all the boys and all the girls sweet-toothed
each and every one a little scary
I said your name
I wore it like a badge of teenage film stars
hash bars, cherry mash and tinfoil tiaras
dreaming of Maria Callas
whoever she is
this fame thing, I don't get it
I wrap my hand in plastic to try to look through it
Maybelline eyes and girl-as-boy moves
I can take you far
this star thing, I don't get it
I'll take you over, there
I'll take you over, there
aluminum, tastes like fear
adrenaline, it pulls us near
I'll take you over
it tastes like fear, there
I'll take you over
will you live to 83?
will you ever welcome me?
will you show me something that nobody else has seen?
smoke it, drink
here comes the flood
anything to thin the blood
these corrosives do their magic slowly and sweet
phone, eat it, drink
just another chink
cuts and dents, they catch the light
aluminum, the weakest link
I don't want to disappoint you
I'm not here to anoint you
I would lick your feet
but is that the sickest move?
I wear my own crown and sadness and sorrow
and who'd have thought tomorrow could be so strange?
my loss, and here we go again
I'll take you over, there
I'll take you over, there
aluminum, tastes like fear
adrenaline, it pulls us near
I'll take you over
it tastes like fear, there
I'll take you over
look up, what do you see?
all of you and all of me
florescent and starry
some of them, they surprise
I can't look it in the eyes
seconal, Spanish fly, absinthe, kerosene
cherry-flavored neck and collar
I can smell the sorrow on your breath
the sweat, the victory and sorrow
the smell of fear, I got it
I'll take you over, there
I'll take you over, there
aluminum, tastes like fear
adrenaline, it pulls us near
I'll take you over
it tastes like fear, there
I'll take you over
pulls us near
tastes like fear...
nearer, nearer
over, over, over, over
yeah, look over
I'll take you there, oh, yeah
I'll take you there
oh, over
I'll take you there
over, let me
I'll take you there...
there, there, baby, yeah"
http://www.metrolyrics.com/ignoreland-lyrics-rem.html,3,Ignoreland Lyrics,2006,"These bastards stole their power from the victims of the Us v. Them years
Wrecking all things virtuous and true
The undermining social democratic downhill slide into abysmal
Lost lamb off the precipice into the trickle down runoff pool
They hypnotized the summer, 1979
Marched into the capital
Brooding duplicitous, wicked and able, media-ready, heartless and labeled
Super U.S. citizen, super achiever, mega-ultra power dosing
Relax. Defense, defense, defense, defense. Yeah, yeah, yeah
Yeah, yeah, yeah
Ignoreland
Yeah, yeah, yeah
Ignoreland
The information nation took their clues from all the soundbyte gluttons
1980, 84, 88, 92, too, too
How to be what you can be, jump jam junking your energies
How to walk in dignity with throw up on your shoes
They amplified the autumn, 1979
Calculate the capital
Up the republic, my skinny ass, T.V. tells a million lies
The paper's terrified to report anything that isn't handed on a presidential spoon
I'm just profoundly frustrated by all this
So, fuck you man Fuck 'em
Yeah, yeah, yeah
Ignoreland
Yeah, yeah, yeah
Ignoreland
If they weren't there, we would have created them
Maybe it is true
But I'm resentful all the same
Someone's got to take the blame
I know that this is vitriol
No solution, spleen-venting
But I feel better having screamed, don't you?
They desecrate the winter, 1979
Capital collateral
Brooding duplicitous, wicked and able, media-ready, heartless and labeled
Super U.S. citizen, super achiever, mega-ultra power dosing
Relax. Defense, defense, defense, defense. Yeah, yeah, yeah
Yeah, yeah, yeah
Ignoreland
Yeah, yeah, yeah
Ignoreland
Yeah, yeah, yeah
Ignoreland
Yeah, yeah, yeah
(This is not a revolution. I didn't do the revolution. Thank you)"
http://www.metrolyrics.com/the-sidewinder-sleeps-tonite-lyrics-rem.html,3,The Sidewinder Sleeps Tonite Lyrics,2003,"This here is the place where I will be staying
There isn't a number, you can call the pay phone
Let it ring a long, long, long, long time
If I don't pick up, hang up, call back, let it ring some more, oh
If I don't pick up, pick up
The sidewinder sleeps, sleeps, sleeps in a coil
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her, oh
There are scratches all around the coin slot
Like a heartbeat, baby trying to wake up
But this machine can only swallow money
You can't lay a patch by computer design
It's just a lot of stupid, stupid signs
Tell her
Tell her she can kiss my ass
Then laugh and say that you were only kidding
That way she'll know that it's really, really, really, really me
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her, oh
Baby, instant soup doesn't really grab me
Today I need something more sub-sub-sub-substantial
A can of beans or blackeyed peas, some Nescafe and ice
A candy bar, a falling star, or a reading from Doctor Seuss
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her, oh
The cat in the hat came back, wrecked a lot of havoc on the way
Always had a smile and a reason to pretend
But their world has flat backgrounds and little need to sleep but to dream
The sidewinder sleeps on his back
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
I can always sleep standing up. Call me when you try to wake her, oh
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
I can always sleep standing up. Call me when you try to wake her, oh
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
I can always sleep standing up. Call me when you try to wake her, oh
We've got to moogie, moogie, move on this one"
http://www.metrolyrics.com/strange-currencies-lyrics-rem.html,3,Strange Currencies Lyrics,2006,"I don't know why you're mean to me
when I call on the telephone.
and I don't know what you mean to me
but I want to turn you on, turn you up, figure you out, I want to take you on
These words, ""You will be mine.""
These words, ""You will be mine."" all the time.
The fool might be my middle name
But I'd be foolish not to say
I'm going to make whatever it takes,
bring you up, call you down, sign your name, secret love,
make it rhyme, take you in, and make you mine.
These words, ""You will be mine.""
These words, ""You will be mine."" all the time. oh
I tripped and fell, and did I fall.
What I want to feel, I want to feel it now
You know with love come strange currencies
and here is my appeal:
I need a chance, a second chance, a third chance, a fourth chance,
a word, a signal, a nod, a little breath
just to fool myself, to catch myself, to make it real, real
These words, ""You will be mine""
These words, ""You will be mine."" all the time. oh
These words, ""You will be mine.""
These words, they haunt me, hunt me down, catch in my throat, make me pray,
say, love's confined, on Earth"
http://www.metrolyrics.com/bad-day-lyrics-rem.html,3,Bad Day Lyrics,2003,"A public service announcement followed me home
The other day, I paid it never mind, go away
Shits so thick you can stir it with a stick-free Teflon whitewashed Presidency
we're sick of being jerked around, wear that on your sleeve
Broadcast me a joyful noise unto the times, Lord
Count your blessings
We're sick of being jerked around
We all fall down
Have you ever seen the televised St. Vitus subcommittee prize
Investigation dance? Those ants in pants glances
Well, look behind the eyes, it's a hallowed hollow anesthetized
Save my own ass, screw these guys, smoke and mirror lock down
Broadcast me a joyful noise unto the times, Lord
Count your blessings
The papers wouldn't lie
I sigh, not one more
It's been a bad day, please don't take a picture
It's been a bad day, please
It's been a bad day, please don't take a picture
It's been a bad day, please
We're dug in deep the price is steep
The auctioneer is such a creep
The lights went out, the oil ran dry
We blamed it on the other guy
Sure, all men are created equal
Here's the church, here's the steeple
Please stay tuned, we cut to sequel
Ashes, ashes, we all fall down
Broadcast me a joyful noise unto the times, Lord
Count your blessings
Ignore the lower fear
Oh, this means war
It's been a bad day, please don't take a picture
It's been a bad day, please
It's been a bad day, please don't take a picture
It's been a bad day, please
Broadcast me a joyful noise unto the times, Lord
Count your blessings
We're sick of being jerked around
We all fall down
It's been a bad day, please don't take a picture
It's been a bad day, please
It's been a bad day, please don't take a picture
It's been a bad day, please
It's been a bad day, please don't take a picture
It's been a bad day, please
It's been a bad day, please don't take a picture
It's been a bad day, please"
http://www.metrolyrics.com/daysleeper-lyrics-rem.html,3,Daysleeper Lyrics,2003,"Receiving department, 3 A.M.
Staff cuts have socked up the overage
Directives are posted, no callbacks, complaints
Everywhere is calm
Hong Kong is present, Taipei awakes
All talk of circadian rhythm
I see today with a newsprint fray
My night is colored headache gray
Daysleeper
Daysleeper
Daysleeper
The bull and the bear are marking their territories
They're leading the blind with their international glories
I am the screen, the blinding light
I'm the screen, I work at night
I see today with a newsprint fray
My night is colored headache gray
Don't wake me with so much
Daysleeper
I cried the other night
I can't even say why
Fluorescent flat caffeine lights
It's furious balancing
I am the screen, the blinding light
I'm the screen, I work at night
I see today with a newsprint fray
My night is colored headache gray
Don't wake me with so much
The ocean machine is set to 9
I'll squeeze into heaven and Valentine
My bed is pulling me, gravity
Daysleeper
Daysleeper
Daysleeper
Daysleeper
Daysleeper"
http://www.metrolyrics.com/leaving-new-york-lyrics-rem.html,3,Leaving New York Lyrics,2004,"It's quiet now and what it brings is everything
Comes calling back, a brilliant night, I'm still awake
I looked ahead, I'm sure I saw you there
You don't need me to tell you now that nothing can compare
You might have laughed if I told you
You might have hidden your frown
You might have succeeded in changing me
I might have been turned around
It's easier to leave than to be left behind
Leaving was never my proud
Leaving New York, never easy
I saw the light fading out
Now life is sweet, and what it brings I tried to take
But loneliness, it wears me out, it lies in wait
And all not lost, still in my eye
Shadow of necklace across your thigh
I might have lived my life in a dream, but I swear it, this is real
Memory fuses and shatters like glass
Mercurial future, forget the past
But it's you, it's what I feel
You might have laughed if I told you (It's pulling me apart)
You might have hidden your frown (Change)
You might have succeeded in changing me (It's pulling me apart)
I might have been turned around (Change)
It's easier to leave than to be left behind (It's pulling me apart)
Leaving was never my proud (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading out
You find it in your heart
It's pulling me apart
You find it in your heart
Change
I told you forever (Find it in your heart)
I love you forever (It's pulling me apart)
I told you I love you (Find it in your heart)
I love you forever (Change)
I told you forever (Find it in your heart)
I love you forever (It's pulling me apart)
I told you I love you (Find it in your heart)
I love you forever (Change)
(You never, you never told me forever)
You might have laughed if I told you (It's pulling me apart)
You might have hidden your frown (Change)
You might have succeeded in changing me (It's pulling me apart)
I might have been turned around (Change)
It's easier to leave than to be left behind (It's pulling me apart)
Leaving was never my proud (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading out (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading out (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading out (Change)"
http://www.metrolyrics.com/country-feedback-lyrics-rem.html,3,Country Feedback Lyrics,2011,"This flower is scorched, this film is on
It's on a maddening loop, these clothes
These clothes don't fit us right
I'm to blame
It's all the same
It's all the same
You come to me with a bone in your hand
You come to me with your hair curled tight
You come to me with positions
You come to me with excuses
Ducked out in a row
You wear me out
You wear me out
We've been through fake-a-breakdown
Self-hurt, plastics, collections
Self-help, self-pain
EST, psychics, fuck all
I was central, I had control
I lost my head
I need this, I need this
A paperweight, junk garage
Wedding ring, a honey pot
Crazy, all the lovers have been tagged
A hotline, a wanted ad
It's crazy what you could've had
It's crazy what you could've had
It's crazy what you could've had
I need this, I need this
It's crazy what you could've had
It's crazy what you could've had
I need it, I need this
It's crazy what you could've had
It's crazy what you could've had
I need this, I, I need this
It's crazy what you could've had
It's crazy what you could've had
I need this, I need this"
http://www.metrolyrics.com/stand-lyrics-rem.html,3,Stand Lyrics,2003,"Stand in the place where you live
Now face north
Think about direction
Wonder why you haven't before
Now stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't before
If you are confused, check with the sun
Carry a compass to help you along
Your feet are going to be on the ground
Your head is there to move you around
So stand in the place where you live
Now face north
Think about direction
Wonder why you haven't before
Now stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't before
Your feet are going to be on the ground
Your head is there to move you around
If wishes were trees, the trees would be falling
Listen to reason, season is calling
Stand in the place where you live
Now face north
Think about direction
Wonder why you haven't before
Now stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't before
If wishes were trees, the trees would be falling
Listen to reason, reason is calling
Your feet are going to be on the ground
Your head is there to move you around
So stand (Stand!)
Now face north
Think about direction
Wonder why you haven't before
Now stand (Stand!)
Now face west
Think about the place where you live
Wonder why you haven't
Stand in the place where you live
Now face north
Think about direction
Wonder why you haven't before
Now stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't before
Stand in the place where you are
Now face north
Stand in the place where you are
Now face west
Your feet are going to be on the ground
(Stand in the place where you are)
Your head is there to move you around, so stand"
http://www.metrolyrics.com/shaking-through-lyrics-rem.html,3,Shaking Through Lyrics,2006,"Could it be that one small voice doesn't count in the room
Yellow like a geisha gown, denying all the way
Could this by three be ten, honor marches on
Yellow like a geisha gown, denial all the way
Shaking through, opportune
Shaking through, opportune
Are we grown way too far, taking after rain
Yellow like a geisha gown, denying all the way
Shaking through, opportune
Shaking through, opportune
In my life
Ears that are still, children of today on parade
Yellow like a geisha gown, denying all the way
Shaking through, opportune
Shaking through, opportune
Shaking through, opportune
Shaking through, opportune"
http://www.metrolyrics.com/electrolite-lyrics-rem.html,2,Electrolite Lyrics,2003,"Your eyes are burnin' holes through me
I'm gasoline
I'm burnin' clean
20th century, go to sleep
You're plasticine
That is obscene
That is obscene
You are the star tonight
You shine electric outta sight
Your light eclipsed the moon tonight
Electrolite
You're outta sight
If I ever want to fly
Mulholland Drive
I am alive
Hollywood is under me
I'm Martin Sheen
I'm Steve McQueen
I'm Jimmy Dean
You are the star tonight
You shine electric outta sight
Your light eclipsed the moon tonight
Electrolite
You're outta sight
If you ever want to fly
Mulholland Drive
Up in the sky
Stand on a cliff and look down there
Don't be scared
You are alive
You are alive
You are the star tonight
You shine electric outta sight
Your light eclipsed the moon tonight
Electrolite
You're outta sight
20th century, go to sleep
Really deep
We won't blink
Your eyes are burnin' holes through me
I'm not scared
I'm outta here
I'm not scared
I'm outta here"
http://www.metrolyrics.com/let-me-in-lyrics-rem.html,2,Let Me In Lyrics,2006,"Yeah all those stars drip down like butter
And promises are sweet
We hold out our pans with our hands to catch them
We eat them up, drink them up, up, up, up
Hey, let me in
Hey, let me in
I only wish that I could hear you whisper down
Mr Fisher moved to a less peculiar ground
He gathered up his loved ones and he brought them all around
To say goodbye
Nice try.
Hey, let me in
Yeah yeah yeah
Hey, let me in
I had a mind to try to stop you
Let me in. Let me in
Well, I got tar on my feet and I can't see all the birds look down and laugh at me
Clumsy, crawling out of my skin
Hey, let me in
Yeah yeah yeah
Hey, let me in
Hey, let me in
Yeah yeah yeah
Hey, let me in"
http://www.metrolyrics.com/crazy-lyrics-rem.html,2,Crazy Lyrics,2006,"Listen
You're funny and you don't know why
You're funny and you can't even cry
You're funny and you don't know why
You're funny and you don't even try
'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shaking
'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shaking
Listen
Listen
Listen
Listen, oh...
You're hungry and you don't know why
You're hungry and you can't even cry
You're hungry and you don't know why
You're hungry and you don't even cry
'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shaking
'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shaking
You take a walk and you try to understand
Nothing can hurt you
Unless you want it to
There are no answers
Many reasons to be strong
You take a walk, you take a walk
You take a walk and you try to understand, oh
'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shaking
'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shaking
You're in love and you don't know why
You're in love and you can't even cry
You're in love and you don't know why
You're in love and you don't even try"
http://www.metrolyrics.com/bang-and-blame-lyrics-rem.html,2,Bang And Blame Lyrics,2006,"If you could see yourself now, baby
It's not my fault
You used to be so in control
You're going to roll right over this one
Just roll me over, let me go
You're laying blame
Take this as no, no, no
You bang, bang, bang, bang, bang,
Blame, blame, blame
You bang, bang, bang, bang, bang,
It's not my thing so let it go
If you could see yourself now baby,
The tables have turned
The whole world hinges on your swings
Your secret life of indiscreet discretions
I'd turn the screw and leave the screen,
Don't point your finger,
You know that's not my thing
You came to bang, bang, bang, bang, bang,
Blame, blame, blame
You bang, bang, bang, bang, bang,
It's not my thing so let it go, now
You've got a little worry,
I know it all too well,
I've got your number,
But so does every kiss-and-tell
Who dares to cross your threshold,
Or happens on your way,
Stop laying blame
You know that's not my thing
You know that's not my thing,
You came to bang, bang, bang, bang, bang,
Blame, blame, blame
You bang, bang, bang, bang, bang,
It's not my thing so let it go
You bang, bang, bang, bang, bang,
Blame, blame, blame
You bang, bang, bang, bang, bang,
It's not my thing so let it go
You kiss on me, tug on me, 
rub on me, jump on me,
You bang on me, beat on me, 
hit on me, let go on me,
You let go on me"
http://www.metrolyrics.com/love-is-all-around-lyrics-rem.html,2,Love Is All Around Lyrics,2014,"I feel it in my fingers, I feel it in my toes
Love is all around me and so the feeling grows
It's written on the wind, it's everywhere I go
So if you really love me, come on and let it show
You know I love you I always will
My mind's made up by the way that I feel
There's no beginning, there'll be no end
'Cause on my love you can depend
I see your face before me, as I lay on my bed
I kinda get to thinking of all the things we said
You gave a promise to me, and I gave mine to you
I need someone beside me in everything I do
You know I love you I always will
My mind's made up by the way that I feel
There's no beginning, there'll be no end
'Cause on my love you can depend
It's written on the wind, it's everywhere I go
So if you really love me, come on and let it show
Come on and let it show"
http://www.metrolyrics.com/living-well-is-the-best-revenge-lyrics-rem.html,2,Living Well Is The Best Revenge Lyrics,2008,"It's only when your poison spreads
Into the life you hope to live
And suddenly you wake up
In a shaking panic, now
You set me up like a lamb to slaughter
Garbo ask the farmer's daughter
Unbelievable the gospel according to who
I lay right down
All you sad and lost apostles
Hum my name and flair their nostrils
Choking on the bones you toss to them
I'm not one to sit and spin
'Cos living well is the best revenge
Baby, I am calling you on that
Try turn your talking points on me
History will set me free
The future's ours and you don't even read
The footnote now
So who's chasing me? Where did you go?
You disappear mid sentence sinner
In a judgment crisis I see my anecdote fall out
You weakened shell
All you sad and lost apostles
Hum my name and flair their nostrils
Choking on the bones you toss to them
I'm not one to sit and spin
'Cos living well's the best revenge
Baby, I am calling you on that
You say it with your dying breath
Well I forgive but I don't forget
You work it out, let's hear that argument
Count the count of three go, now
All you sad and lost apostles
Hum my name and flair their nostrils
Choking on the bones you toss to them
Well I'm not one to sit and spin
'Cos living well is the best revenge
Baby, I am calling you on that
Baby, I am calling you on that
Baby, I'm calling you on, oh
(Baby, I'm calling you)"
http://www.metrolyrics.com/bittersweet-me-lyrics-rem.html,2,Bittersweet Me Lyrics,2006,"I move across, innocence lost
All flashing pulsar
I move across the earth in my new pattern shirt
I pass satellites
""You're so bitter,"" your complaint
I can't give you anything
I don't know who you're livin' for
I don't who you are anymore
I'd sooner chew my leg off
Than be trapped in this
How easy you think of all of this as bittersweet me
I couldn't taste it
I'm tired and naked
I don't know what I'm hungry for
I don't know what I want anymore
I move across, candy floss
I move like a tank
I move across the room with a heart full of gloom
I'm stronger than you think
Oh, my peer, your veneer
Is wearing thin and cracking
The surface informs that underneath
The underneath is lacking
I'd sooner chew my leg off
Than be trapped in this
How easy you think of all of this as bittersweet me
I couldn't taste it
I'm tired and naked
I don't know what I'm hungry for
I don't know what I want anymore
You move across, innocence lost
All static and desire
You're blue in the face from navel gaze
You set yourself on fire
You strip down and lay yourself out
I know you can't fake it
But are you tired and naked?
Are you tired and naked?
Yeah, I'd sooner chew my leg off
Than be trapped in this
How easy you think of all of this as bittersweet me
I couldn't taste it
I'm tired and naked
I don't know what I'm hungry for
I don't know what I want anymore
I couldn't taste it
I'm tired and naked
I don't know what I'm hungry for
I don't know what I want anymore
I couldn't taste it
I'm tired and naked
I don't know what I'm hungry for
I don't know what I want anymore"
http://www.metrolyrics.com/driver-8-lyrics-rem.html,2,Driver 8 Lyrics,2011,"The walls are built up stone by stone
The fields divided one by one
And the train conductor says
Take a break, driver 8
Driver 8, take a break
We've been on this shift too long
And the train conductor says
Take a break, driver 8
Driver 8, take a break
We can reach our destination
But we're still a ways away, but it's still a ways away
I saw a treehouse on the outskirts of the farm
The power lines have floaters so the airplanes won't get snagged
The bells are ringing through the town again
The children look up, all they hear is sky-blue bells ringing
And the train conductor says
Take a break, driver 8
Driver 8, take a break
We can reach our destination
But we're still a ways away, but it's still a ways away
But we're still a ways away, but it's still a ways away
A way to shield the hated heat
A way to put myself to sleep
A way to shield the hated heat
A way to put myself, my children to sleep
He piloted this song in a plane like that one
She is selling faith on the Go Tell Crusade
Locomotive 8, Southern Crescent, hear the bells ring again
The fields of wheat is looking thin
And the train conductor says
Take a break, driver 8
Driver 8, take a break
We've been on this shift too long
And the train conductor says
Take a break, driver 8
Driver 8, take a break
We can reach our destination
But we're still a ways away, but it's still a ways away
But we're still a ways away, but it's still a ways away"
http://www.metrolyrics.com/begin-the-begin-lyrics-rem.html,2,Begin The Begin Lyrics,2011,"Birdie in the hand for life's rich demand
The insurgency began and you missed it
I looked for it and I found it
Miles Standish proud, congratulate me
A philanderer's tie, a murderer's shoe
Life's rich demand creates supply in the hand
Of the power, the only vote that matters
Silence means security, silence means approval
Watchin' Zenith on the TV, tiger run around the tree
Follow the leader, run and turn into butter
Let's begin again, begin the begin
Let's begin again like Martin Luthers in
The mythology begins the begin
Answer me a question, I can't itemize
I can't think clearly, look to me for reason
It's not there, I can't even rhyme, begin the begin
A philanderer's tie, a murderer's shoe
Example, the finest example is you
Birdie in the hand for life's rich demand
The insurgency began and you missed it
I looked for it and I found it
Miles Standish proud, congratulate me
A philanderer's tie, a murderer's shoe
Let's begin again, begin the begin
Let's begin again"
http://www.metrolyrics.com/hollow-man-lyrics-rem.html,2,Hollow Man Lyrics,2008,"I've been lost inside my head
Echoes fall off me
I took the prize last night for complicated mess
For saying things I didn't mean and don't believe
Believe in me
Believe in nothing
Corner me
And make me something
I've become the hollow man, I
I've become the hollow man I see
Oh, I see this echoing
You have placed your trust in me
I went upside down
I emptied out the room
in thirty seconds flat
I can't believe you held your ground
Believe in me
Believe in nothing
Corner me
And make me something
I've become the hollow man, I
I've become the hollow man I see
I'm overwhelmed
I'm on repeat
I'm emptied out
I'm incomplete
You trusted me
I want to show you
I don't want to be the hollow man
Believe in me
Believe in nothing
Corner me
And make me something
I've become the hollow man, I
I've become the hollow man I see
I see"
http://www.metrolyrics.com/pop-song-89-lyrics-rem.html,2,Pop Song 89 Lyrics,2011,"Hello, I saw you, I know you, I knew you
I think I can remember your name
(Name)
Hello, I'm sorry, I lost myself
I think I thought you were someone else
Should we talk about the weather?
(Hi, hi, hi)
Should we talk about the government?
(Hi, hi, hi, hi)
Hello, how are you? I know you, I knew you
I think I can remember your name, name
Hello, I'm sorry, I lost myself
I think I thought you were someone else
Should we talk about the weather?
(Hi, hi, hi)
Should we talk about the government?
(Hi, hi, hi, hi)
Hello, my friend, are you visible today?
You know I never knew that it could be so strange, strange
Hello, I'm sorry, I lost myself
I think I thought you were someone else
Should we talk about the weather?
(Hi, hi, hi)
Should we talk about the government?
(Hi, hi, hi, hi)
Hi, hi
Hi, hi, hi
Hi, hi
Hi, hi, hi
Hi, hi
Hi, hi, hi"
